date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:29:05	28180/28180	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202020%2002:11:08%20GMT	https://themeswow.com/themeforest/newsman/newsman/	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/index.html	(from )
00:29:06	111/111	---M-Z	200	added ('OK')	text/plain	etag:%22182-1664571881;gz%22	https://themeswow.com/robots.txt		(from )
00:29:06	12084/12084	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Jun%202020%2002:14:38%20GMT	https://themeswow.com/themeforest/newsman/newsman/css/app.css	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/css/app.css	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:06	6967/6967	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jun%202020%2002:15:46%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/f7-icon-square.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/f7-icon-square.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:06	4818/4818	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jun%202020%2002:15:46%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/f7-icon.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/f7-icon.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:07	565484/565484	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20May%202020%2020:12:10%20GMT	https://themeswow.com/themeforest/newsman/newsman/css/framework7.bundle.min.css	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/css/framework7.bundle.min.css	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:08	143704/143704	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:34:08%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/01.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/01.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:10	228509/228509	---M--	200	added ('OK')	image/png	date:Sat,%2030%20May%202020%2019:00:12%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user2.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user2.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:10	197279/197279	---M--	200	added ('OK')	image/png	date:Sat,%2030%20May%202020%2018:59:36%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user3.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user3.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:11	171579/171579	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:35:22%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/02.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/02.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:11	351572/351572	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202020%2003:01:54%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user1.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user1.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:11	243700/243700	---M--	200	added ('OK')	image/png	date:Sat,%2030%20May%202020%2018:59:52%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user4.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user4.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:13	147085/147085	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:38:40%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/05.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/05.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:13	356195/356195	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:37:04%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/03.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/03.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:15	238194/238194	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:38:04%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/04.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/04.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:15	98734/98734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:39:48%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/06.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/06.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:15	440146/440146	---M--	200	added ('OK')	image/png	date:Sat,%2030%20May%202020%2000:07:56%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user6.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user6.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:16	217301/217301	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202020%2023:31:14%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user5.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user5.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:17	193500/193500	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:41:28%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/08.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/08.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:17	146432/146432	---M--	200	added ('OK')	image/png	date:Sat,%2030%20May%202020%2019:00:40%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/user7.png	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/user7.png	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:17	162475/162475	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:40:40%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/07.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/07.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:18	10840/10840	---M-Z	200	added ('OK')	application/javascript	etag:W/%222a58-rXiyA9m94bc4vdkeKmunw1cu1qY%22	https://cdn.jsdelivr.net/npm/macy@2	C:/My%20Web%20Sites/news%20mobile%20platform/cdn.jsdelivr.net/npm/macy@2	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:18	227060/227060	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:43:04%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/10.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/10.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:19	75779/75779	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2031%20May%202020%2000:21:32%20GMT	https://themeswow.com/themeforest/newsman/newsman/js/feather.min.js	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/js/feather.min.js	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:19	221285/221285	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:42:36%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/09.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/09.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:19	2043/2043	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Jun%202020%2002:02:32%20GMT	https://themeswow.com/themeforest/newsman/newsman/js/routes.js	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/js/routes.js	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:19	180362/180362	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2018:43:34%20GMT	https://themeswow.com/themeforest/newsman/newsman/img/11.jpg	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/img/11.jpg	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:20	3894/3894	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jun%202020%2003:32:20%20GMT	https://themeswow.com/themeforest/newsman/newsman/js/app.js	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/js/app.js	(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:20	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://themeswow.com/themeforest/newsman/newsman/)
00:29:20	723836/723836	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20May%202020%2020:12:10%20GMT	https://themeswow.com/themeforest/newsman/newsman/js/framework7.bundle.min.js	C:/My%20Web%20Sites/news%20mobile%20platform/themeswow.com/themeforest/newsman/newsman/js/framework7.bundle.min.js	(from https://themeswow.com/themeforest/newsman/newsman/)
